player_id,player_name,player_nickname,jersey_number,country_id,country_name,position_id,position_name,team_name
6884,Sergio Álvarez Conde,Sergio Álvarez,1,214,Spain,,,Celta Vigo
10759,Andrew Hjulsager,,16,61,Denmark,,,Celta Vigo
11388,Néstor Alejandro Araújo Razo,Néstor Araujo,4,147,Mexico,3,Right Center Back,Celta Vigo
11389,Francisco José Beltrán Peinado,Fran Beltrán,8,214,Spain,19,Center Attacking Midfield,Celta Vigo
12555,Okay Yokuşlu,,5,233,Turkey,9,Right Defensive Midfield,Celta Vigo
17804,David Costas Cordal,David Costas,3,214,Spain,5,Left Center Back,Celta Vigo
22029,Kevin Vázquez Comesaña,Kevin Vázquez,20,214,Spain,,,Celta Vigo
4546,Dimitri Foulquier,,24,91,Guadeloupe,12,Right Midfield,Getafe
4712,Samuel Sáiz Alonso,Samuel Sáiz,11,214,Spain,16,Left Midfield,Getafe
6611,Ángel Luis Rodríguez Díaz,Ángel Rodríguez,9,214,Spain,24,Left Center Forward,Getafe
6619,Vitorino Gabriel Pacheco Antunes,Vitorino Antunes,3,183,Portugal,6,Left Back,Getafe
6627,Damián Nicolás Suárez Suárez,Damián Suárez,22,242,Uruguay,2,Right Back,Getafe
6630,Jorge Molina Vidal,Jorge Molina,19,214,Spain,24,Left Center Forward,Getafe
6631,Mathieu Flamini,,16,78,France,,,Getafe
6634,Djené Dakonam Ortega,Djene Dakonam,2,228,Togo,3,Right Center Back,Getafe
6635,Leandro Daniel Cabrera Sasía,Leandro Cabrera,6,242,Uruguay,5,Left Center Back,Getafe
6722,David Soria Solís,David Soria,13,214,Spain,1,Goalkeeper,Getafe
6863,Mauro Wilney Arambarri Rosa,Mauro Arambarri,18,242,Uruguay,11,Left Defensive Midfield,Getafe
6872,Bruno González Cabrera,Bruno González,4,214,Spain,,,Getafe
6873,Francisco Portillo Soler,Francisco Portillo,8,214,Spain,12,Right Midfield,Getafe
6901,Nemanja Maksimović,,20,203,Serbia,9,Right Defensive Midfield,Getafe
6931,Leandro Chichizola,,1,11,Argentina,,,Getafe
7154,Sebastián Carlos Cristóforo Pepe,Sebastián Cristóforo,15,242,Uruguay,,,Getafe
11550,Jaime Mata Arnaiz,Jaime Mata,7,214,Spain,22,Right Center Forward,Getafe
18721,Robert Ibáñez Castro,Robert Ibáñez,17,214,Spain,12,Right Midfield,Getafe
6698,Marko Dmitrović,,1,203,Serbia,,,Eibar
6700,Sergio Enrich Ametller,Sergi Enrich,9,214,Spain,23,Center Forward,Eibar
6701,Joan Jordán Moreno,Joan Jordán,24,214,Spain,11,Left Defensive Midfield,Eibar
6705,José Ángel Valdés Díaz,Cote,15,214,Spain,6,Left Back,Eibar
6708,Paulo André Rodrigues de Oliveira,Paulo Oliveira,12,183,Portugal,,,Eibar
6709,Anaitz Arbilla Zabala,Anaitz Arbilla,23,214,Spain,3,Right Center Back,Eibar
6710,Rubén Peña Jiménez,Rubén Peña,11,214,Spain,2,Right Back,Eibar
6711,Enrique García Martínez,Kike,17,214,Spain,19,Center Attacking Midfield,Eibar
6712,Gonzalo Escalante,,5,11,Argentina,9,Right Defensive Midfield,Eibar
6867,Papa Kouly Diop,Pape Diop,8,202,Senegal,9,Right Defensive Midfield,Eibar
7105,Fabián Ariel Orellana Valenzuela,Fabián Orellana,14,45,Chile,17,Right Wing,Eibar
7907,Pedro Bigas Rigo,Pedro Bigas,3,214,Spain,5,Left Center Back,Eibar
8555,Pablo Ezequiel De Blasis,Pablo de Blasis,16,11,Argentina,21,Left Wing,Eibar
10763,Asier Riesgo Unamuno,Asier Riesgo,13,214,Spain,1,Goalkeeper,Eibar
12072,Pere Milla Peña,Pere Milla,22,214,Spain,,,Eibar
13107,Sergio Álvarez Díaz,Sergio Álvarez,6,214,Spain,,,Eibar
13108,Marc Cardona Rovira,Marc Cardona,7,214,Spain,23,Center Forward,Eibar
17620,Marc Cucurella Saseta,Marc Cucurella,20,214,Spain,21,Left Wing,Eibar
4447,Martin Braithwaite Christensen,Martin Braithwaite,25,61,Denmark,24,Left Center Forward,Leganés
5830,Kenneth Josiah Omeruo,Kenneth Omeruo,24,166,Nigeria,4,Center Back,Leganés
6580,José Luis García del Pozo,Recio,8,214,Spain,10,Center Defensive Midfield,Leganés
6603,Dimitrios Siovas,,22,88,Greece,5,Left Center Back,Leganés
6606,Javier Eraso Goñi,Javi Eraso,17,214,Spain,15,Left Center Midfield,Leganés
21390,Andriy Lunin,,29,238,Ukraine,,,Leganés
23561,Vasyl Kravets,,14,238,Ukraine,,,Leganés
8668,Kevin-Prince Boateng,,19,86,Ghana,,,Barcelona
6887,Jonás Ramalho Chimeno,Jonás Ramalho,4,7,Angola,,,Girona
7578,Anthony Rubén Lozano Colón,Anthony Lozano,19,101,Honduras,22,Right Center Forward,Girona
22129,Valery Fernández Estrada,Valery Fernández,34,214,Spain,6,Left Back,Girona
23264,Seung-Ho Paik,Paik Seung-Ho,35,121,Korea (South),15,Left Center Midfield,Girona
42283,Alejandro Pachón Párraga,Álex Pachón,37,214,Spain,,,Girona
6594,Santiago Mina Lorenzo,Santi Mina,22,214,Spain,22,Right Center Forward,Valencia
6748,Ferrán Torres García,Ferrán Torres,20,214,Spain,16,Left Midfield,Valencia
6830,Facundo Sebastián Roncaglia,Facundo Roncaglia,4,11,Argentina,,,Valencia
22740,Kang-In Lee,Lee Kang-In,16,121,Korea (South),,,Valencia
6387,Iñigo Córdoba Kerejeta,Iñigo Córdoba,11,214,Spain,,,Athletic Club
6397,Unai Núñez Gestoso,Unai Núñez,3,214,Spain,,,Athletic Club
6662,Iago Herrerín Buisán,Iago Herrerín,13,214,Spain,1,Goalkeeper,Athletic Club
8540,Kenan Kodro,,2,28,Bosnia and Herzegovina,23,Center Forward,Athletic Club
10612,Yoel Rodríguez Oterino,Yoel,13,214,Spain,,,Real Valladolid
17027,Sergio Guardiola Navarro,Sergi Guardiola,12,214,Spain,24,Left Center Forward,Real Valladolid
22020,Joaquín Fernández Moreno,Joaquín Fernández,2,214,Spain,3,Right Center Back,Real Valladolid
23492,Stiven Ricardo Plaza Castillo,Stiven Plaza,42,65,Ecuador,22,Right Center Forward,Real Valladolid
7040,Marko Rog,,20,56,Croatia,11,Left Defensive Midfield,Sevilla
8068,Maximilian Wöber,,14,15,Austria,6,Left Back,Sevilla
11332,Ibrahim Amadou,,5,78,France,3,Right Center Back,Sevilla
3509,Thibaut Courtois,,25,22,Belgium,1,Goalkeeper,Real Madrid
4926,Francisco Román Alarcón Suárez,Isco,22,214,Spain,19,Center Attacking Midfield,Real Madrid
5200,Lucas Vázquez Iglesias,Lucas Vázquez,17,214,Spain,,,Real Madrid
5201,Sergio Ramos García,Sergio Ramos,4,214,Spain,5,Left Center Back,Real Madrid
5463,Luka Modrić,,10,56,Croatia,13,Right Center Midfield,Real Madrid
5485,Raphaël Varane,,5,78,France,3,Right Center Back,Real Madrid
5539,Carlos Henrique Casimiro,Casemiro,14,31,Brazil,10,Center Defensive Midfield,Real Madrid
5552,Marcelo Vieira da Silva Júnior,Marcelo,12,31,Brazil,,,Real Madrid
5574,Toni Kroos,,8,85,Germany,15,Left Center Midfield,Real Madrid
5597,Keylor Navas Gamboa,Keylor Navas,1,54,Costa Rica,,,Real Madrid
5719,Marco Asensio Willemsen,,20,214,Spain,17,Right Wing,Real Madrid
5721,Daniel Carvajal Ramos,Daniel Carvajal,2,214,Spain,2,Right Back,Real Madrid
6399,Gareth Frank Bale,Gareth Bale,11,249,Wales,17,Right Wing,Real Madrid
6697,Daniel Ceballos Fernández,Dani Ceballos,24,214,Spain,,,Real Madrid
6773,Federico Santiago Valverde Dipetta,Federico Valverde,15,242,Uruguay,15,Left Center Midfield,Real Madrid
18395,Vinícius José Paixão de Oliveira Júnior,Vinícius Júnior,28,31,Brazil,21,Left Wing,Real Madrid
18620,Sergio Reguilón Rodríguez,Sergio Reguilón,23,214,Spain,6,Left Back,Real Madrid
19677,Karim Benzema,,9,78,France,23,Center Forward,Real Madrid
4346,Gilbert Gianelli Imbula Wanga,Giannelli Imbula,12,52,"Congo, (Kinshasa)",13,Right Center Midfield,Rayo Vallecano
5521,Luis Jan Piers Advíncula Castrillón,Luis Advíncula,17,179,Peru,2,Right Back,Rayo Vallecano
6652,Jordi Amat Maas,Jordi Amat,16,214,Spain,5,Left Center Back,Rayo Vallecano
6914,Roberto Román Triguero,Tito,2,214,Spain,,,Rayo Vallecano
6924,Alejandro Gálvez Jimena,Alejandro Gálvez,23,214,Spain,5,Left Center Back,Rayo Vallecano
7900,Tiago Manuel Dias Correia,Bebé,14,41,Cape Verde,12,Right Midfield,Rayo Vallecano
8512,Franco Matías Di Santo,Franco Di Santo,25,11,Argentina,,,Rayo Vallecano
11535,José Ángel Pozo la Rosa,José Ángel Pozo,22,214,Spain,15,Left Center Midfield,Rayo Vallecano
11537,Alberto García Cabrera,Alberto García,1,214,Spain,,,Rayo Vallecano
11538,Alejandro Moreno Lopera,Moreno Lopera,7,214,Spain,6,Left Back,Rayo Vallecano
11539,Adrián Embarba Blázquez,Adri Embarba,11,214,Spain,16,Left Midfield,Rayo Vallecano
11540,Óscar Guido Trejo,Óscar Trejo,8,11,Argentina,,,Rayo Vallecano
12192,Álvaro García Rivera,Álvaro García,18,214,Spain,16,Left Midfield,Rayo Vallecano
12194,Santiago Comesaña Veiga,Santi Comesaña,27,214,Spain,10,Center Defensive Midfield,Rayo Vallecano
16209,Raúl de Tomás Gómez,Raúl de Tomás,9,214,Spain,23,Center Forward,Rayo Vallecano
17054,Emiliano Daniel Velázquez Maldonado,Emiliano Velázquez,20,242,Uruguay,3,Right Center Back,Rayo Vallecano
21397,Stole Dimitrievski,,13,135,"Macedonia, Republic of",1,Goalkeeper,Rayo Vallecano
23488,Mario Suárez Mata,Mario Suárez,15,214,Spain,,,Rayo Vallecano
3990,Jesé Rodríguez Ruiz,Jesé,10,214,Spain,24,Left Center Forward,Real Betis
22235,Wilfrid Jaures Kaptoum,Wilfrid Kaptoum,34,39,Cameroon,,,Real Betis
22915,Diego Lainez Leyva,Diego Lainez,22,147,Mexico,22,Right Center Forward,Real Betis
23522,Emerson Aparecido Leite de Souza Junior,Emerson Royal,24,31,Brazil,7,Right Wing Back,Real Betis
6790,Mario Hermoso Canseco,Mario Hermoso,22,214,Spain,5,Left Center Back,Espanyol
10323,Alfa Semedo Esteves,Alfa Semedo,2,96,Guinea-Bissau,10,Center Defensive Midfield,Espanyol
22287,Adrià Giner Pedrosa,Adrià Pedrosa,28,214,Spain,8,Left Wing Back,Espanyol
22919,Lluís López Mármol,Lluís López,27,214,Spain,3,Right Center Back,Espanyol
23343,Lei Wu,Wu Lei,24,46,China,24,Left Center Forward,Espanyol
3497,Vicente Iborra De La Fuente,Vicente Iborra,10,214,Spain,21,Left Wing,Villarreal
6827,Daniele Bonera,,23,112,Italy,17,Right Wing,Villarreal
24729,Xavier Quintillà Guasch,Xavi Quintillà,39,214,Spain,,,Villarreal
42275,Iván Martín Núñez,Iván Martín,37,214,Spain,,,Villarreal
3477,Álvaro Borja Morata Martín,Álvaro Morata,22,214,Spain,24,Left Center Forward,Atlético Madrid
5249,Diego Roberto Godín Leal,Diego Godín,2,242,Uruguay,5,Left Center Back,Atlético Madrid
5259,José María Giménez de Vargas,José Giménez,24,242,Uruguay,3,Right Center Back,Atlético Madrid
6375,Juan Francisco Torres Belén,Juanfran,20,214,Spain,10,Center Defensive Midfield,Atlético Madrid
3508,Sandro Ramírez Castillo,Sandro Ramírez,24,214,Spain,17,Right Wing,Real Sociedad
6713,Diego Javier Llorente Ríos,Diego Llorente,3,214,Spain,5,Left Center Back,Real Sociedad
6721,Willian José da Silva,Willian José,12,31,Brazil,23,Center Forward,Real Sociedad
22321,Ander Barrenetxea Muguruza,Ander Barrenetxea,34,214,Spain,21,Left Wing,Real Sociedad
22452,Aihen Muñoz Capellán,Ahien Muñoz,29,214,Spain,6,Left Back,Real Sociedad
6038,John Guidetti,,10,220,Sweden,22,Right Center Forward,Deportivo Alavés
6604,Darko Brašanac,,20,203,Serbia,13,Right Center Midfield,Deportivo Alavés
6622,Tomás Pina Isla,Tomás Pina,8,214,Spain,15,Left Center Midfield,Deportivo Alavés
6636,Rodrigo Ely,,4,31,Brazil,4,Center Back,Deportivo Alavés
6856,Carlos Martín Vigaray,Carlos Vigaray,2,214,Spain,2,Right Back,Deportivo Alavés
6592,Rúben Miguel Nunes Vezo,Rúben Vezo,14,183,Portugal,3,Right Center Back,Levante UD
6675,Antonio Manuel Luna Rodríguez,Antonio Luna,22,214,Spain,6,Left Back,Levante UD
6787,Pedro López Muñoz,Pedro López,19,214,Spain,,,Levante UD
11305,Raphael Dwamena,Raphael,20,86,Ghana,,,Levante UD
17303,Nikola Vukčević,,17,152,Montenegro,10,Center Defensive Midfield,Levante UD
11532,Jean-Clair Todibo,,6,78,France,,,Barcelona
24841,Ricard Puig Martí,Riqui Puig,28,214,Spain,,,Barcelona
24976,Abel Ruiz Ortega,Abel Ruiz,29,214,Spain,24,Left Center Forward,Barcelona
5693,Gaku Shibasaki,,10,114,Japan,16,Left Midfield,Getafe
6741,Ignasi Miquel i Pons,Ignasi Miquel,21,214,Spain,,,Getafe
7104,Mathías Olivera Miramontes,Mathías Olivera,17,242,Uruguay,6,Left Back,Getafe
7621,Hugo Duro Perales,Hugo Duro,27,214,Spain,24,Left Center Forward,Getafe
5674,Moussa Wagué,,40,202,Senegal,2,Right Back,Barcelona
25006,Carles Pérez Sayol,Carles Pérez,43,214,Spain,21,Left Wing,Barcelona
6707,Charles Días Barbosa de Oliveira,Charles,19,31,Brazil,24,Left Center Forward,Eibar
6778,Iván Ramis Barrios,Iván Ramis,4,214,Spain,5,Left Center Back,Eibar
6907,Pedro León Sánchez Gil,Pedro León,21,214,Spain,,,Eibar
24948,Jordi Calavera Espinach,Jordi Calavera,2,214,Spain,,,Eibar
3666,Robert Kenedy Nunes do Nascimento,Kenedy,25,31,Brazil,16,Left Midfield,Getafe
5466,Oghenekaro Etebo,Peter Etebo,5,166,Nigeria,12,Right Midfield,Getafe
6621,Amath Ndiaye,,11,202,Senegal,12,Right Midfield,Getafe
6786,David Timor Copoví,David Timor,24,214,Spain,,,Getafe
25134,Deyverson Brum Silva Acosta,Deyverson,14,31,Brazil,,,Getafe
8118,Frenkie de Jong,,21,160,Netherlands,13,Right Center Midfield,Barcelona
23987,Rey Manaj,,41,3,Albania,,,Barcelona
30756,Anssumane Fati,Ansu Fati,31,214,Spain,21,Left Wing,Barcelona
32480,Ronald Federico Araújo da Silva,Ronald Araújo,33,242,Uruguay,,,Barcelona
3389,Eliaquim Mangala,,4,78,France,,,Valencia
33164,Vicente Esquerdo Santas,Vicente Esquerdo,34,214,Spain,,,Valencia
36900,Cristian Rivero Sabater,Cristian Rivero,28,214,Spain,,,Valencia
24949,Álex Collado Gutiérrez,Álex Collado,30,214,Spain,7,Right Wing Back,Barcelona
3265,José Luis Sanmartín Mato,Joselu,9,214,Spain,23,Center Forward,Deportivo Alavés
3513,Oliver Burke,,24,201,Scotland,16,Left Midfield,Deportivo Alavés
5628,José Luis Rodríguez Francis,José Rodríguez,38,176,Panama,,,Deportivo Alavés
6659,Víctor Camarasa Ferrando,Víctor Camarasa,10,214,Spain,15,Left Center Midfield,Deportivo Alavés
6732,Lucas Pérez Martínez,Lucas Pérez,7,214,Spain,22,Right Center Forward,Deportivo Alavés
6900,Rafael Jesús Navarro Mazuelos,Rafa Navarro,12,214,Spain,,,Deportivo Alavés
10318,Ljubomir Fejsa,,15,203,Serbia,10,Center Defensive Midfield,Deportivo Alavés
23263,Lisandro Magallán,,6,11,Argentina,5,Left Center Back,Deportivo Alavés
24049,Luis Jesús Rioja González,Luis Rioja,11,214,Spain,16,Left Midfield,Deportivo Alavés
26387,Edgar Antonio Méndez Ortega,Edgar Méndez,16,214,Spain,12,Right Midfield,Deportivo Alavés
30419,Alberto Rodríguez Baró,Tachi Rodríguez,27,214,Spain,3,Right Center Back,Deportivo Alavés
30760,Borja Sainz Eguskiza,Borja Sainz,29,214,Spain,,,Deportivo Alavés
37236,Aritz Castro Pérez,Aritz Castro,31,214,Spain,,,Deportivo Alavés
41123,Paulino de la Fuente Gómez,Paulino de la Fuente,32,214,Spain,,,Deportivo Alavés
41125,Abdallahi Mohamed Mahmoud,,36,144,Mauritania,15,Left Center Midfield,Deportivo Alavés
39159,Arnau Tenas Ureña,Arnau Tenas,36,214,Spain,,,Barcelona
3141,André-Frank Zambo Anguissa,André Zambo Anguissa,19,39,Cameroon,13,Right Center Midfield,Villarreal
6892,Pau Francisco Torres,Pau Torres,4,214,Spain,5,Left Center Back,Villarreal
7030,Raúl Albiol i Tortajada,Raúl Albiol,3,214,Spain,3,Right Center Back,Villarreal
20063,Javier Ontiveros Parra,Javi Ontiveros,24,214,Spain,21,Left Wing,Villarreal
24861,Andrei Florin Ratiu,Andrei Ratiu,27,187,Romania,,,Villarreal
7361,Pablo Chavarría,,19,11,Argentina,,,Mallorca
8654,Ante Budimir,,22,56,Croatia,22,Right Center Forward,Mallorca
8689,Aleksandar Sedlar,,20,203,Serbia,,,Mallorca
10277,Fabricio Martín Agosto Ramírez,Fabri,13,214,Spain,,,Mallorca
23986,Aleix Febas Pérez,Aleix Febas,23,214,Spain,16,Left Midfield,Mallorca
24067,Abdón Prats Bastidas,Abdón Prats,9,214,Spain,22,Right Center Forward,Mallorca
24072,Salvador Sevilla López,Salva Sevilla,8,214,Spain,15,Left Center Midfield,Mallorca
24083,Manuel Reina Rodríguez,Manolo Reina,1,214,Spain,1,Goalkeeper,Mallorca
24084,Martin Valjent,,24,207,Slovakia,3,Right Center Back,Mallorca
24086,Antonio José Raillo Arenas,Antonio Raillo,21,214,Spain,5,Left Center Back,Mallorca
24087,Iddrisu Baba Mohammed,Iddrisu Baba,12,86,Ghana,15,Left Center Midfield,Mallorca
24088,Daniel José Rodríguez Vázquez,Dani Rodríguez,14,214,Spain,13,Right Center Midfield,Mallorca
24089,Joan Sastre Vanrell,Joan Sastre,2,214,Spain,6,Left Back,Mallorca
24576,Francisco Gámez López,Fran Gámez,15,214,Spain,2,Right Back,Mallorca
25061,Francisco Javier Campos Coll,Xisco Campos,5,214,Spain,,,Mallorca
27342,Josep Señé Escudero,Josep Señé,4,214,Spain,15,Left Center Midfield,Mallorca
31090,Takefusa Kubo,,26,114,Japan,12,Right Midfield,Mallorca
3163,Mariano Díaz Mejía,Mariano Díaz,24,64,Dominican Republic,23,Center Forward,Real Madrid
3379,Alphonse Areola,,1,78,France,,,Real Madrid
3804,Ferland Mendy,,23,78,France,,,Real Madrid
13620,Éder Gabriel Militão,Éder Militão,3,31,Brazil,,,Real Madrid
3058,Javier Hernández Balcázar,,14,147,Mexico,23,Center Forward,Sevilla
3366,Diego Carlos Santos Silva,Diego Carlos,20,31,Brazil,3,Right Center Back,Sevilla
4345,Lucas Ariel Ocampos,Lucas Ocampos,5,11,Argentina,17,Right Wing,Sevilla
4445,Jules Koundé,,12,78,France,,,Sevilla
6718,Sergio Escudero Palomo,Sergio Escudero,18,214,Spain,,,Sevilla
12021,Óliver Torres Muñoz,Óliver Torres,21,214,Spain,15,Left Center Midfield,Sevilla
16003,Fernando Francisco Reges,Fernando Reges,25,31,Brazil,10,Center Defensive Midfield,Sevilla
16489,Nemanja Gudelj,,17,203,Serbia,,,Sevilla
20033,Luuk de Jong,,19,160,Netherlands,23,Center Forward,Sevilla
3498,Ignacio Monreal Eraso,Nacho Monreal,20,214,Spain,6,Left Back,Real Sociedad
6330,Adnan Januzaj,,11,22,Belgium,,,Real Sociedad
8252,Martin Ødegaard,,21,171,Norway,19,Center Attacking Midfield,Real Sociedad
8819,Alexander Isak,,19,220,Sweden,23,Center Forward,Real Sociedad
22128,Robin Aime Robert Le Normand,Robin Le Normand,24,78,France,5,Left Center Back,Real Sociedad
24236,Ander Guevara Lajo,Ander Guevara,16,214,Spain,9,Right Defensive Midfield,Real Sociedad
32185,Alejandro Remiro Gargallo,Álex Remiro,1,214,Spain,1,Goalkeeper,Real Sociedad
4558,Pape Cheikh Diop Gueye,Pape Diop,24,202,Senegal,15,Left Center Midfield,Celta Vigo
6776,David Juncà Reñé,David Juncà,17,214,Spain,8,Left Wing Back,Celta Vigo
16555,Joseph Aidoo,,18,86,Ghana,3,Right Center Back,Celta Vigo
24273,Jorge Sáenz de Miera Colmeiro,Jorge Sáenz,16,214,Spain,,,Celta Vigo
24730,Lucas René Olaza Catrofe,Lucas Olaza,15,242,Uruguay,5,Left Center Back,Celta Vigo
30294,Gabriel Matías Fernández Leites,Gabriel Fernández,19,242,Uruguay,15,Left Center Midfield,Celta Vigo
41122,Ramón Rodríguez Jiménez,Monchu,42,214,Spain,,,Barcelona
41543,Jorge Cuenca Barreno,Jorge Cuenca,43,214,Spain,,,Barcelona
6392,Íñigo Lekue Martínez,Iñigo Lekue,15,214,Spain,17,Right Wing,Athletic Club
30225,Oihan Sancet Tirapu,Oihan Sancet,34,214,Spain,19,Center Attacking Midfield,Athletic Club
30715,Gaizka Larrazabal Goikoetxea,Gaizka Larrazabal,12,214,Spain,,,Athletic Club
32953,Asier Villalibre Molina,Asier Villalibre,25,214,Spain,23,Center Forward,Athletic Club
35473,Unai Vencedor Paris,Unai Vencedor,27,214,Spain,,,Athletic Club
41542,Daniel Vivian Moreno,Dani Vivian,29,214,Spain,,,Athletic Club
6796,Nemanja Radoja,,5,203,Serbia,9,Right Defensive Midfield,Levante UD
12020,Hernâni Jorge Santos Fortes,Hernâni,8,183,Portugal,,,Levante UD
23948,Carlos Clerc Martínez,Carlos Clerc,19,214,Spain,6,Left Back,Levante UD
38251,Daniel Cárdenas Lindez,Dani Cárdenas,26,214,Spain,,,Levante UD
41641,Daniel Morer Cabrera,Dani Morer,35,214,Spain,,,Barcelona
5194,Fyodor Smolov,,9,188,Russia,24,Left Center Forward,Celta Vigo
6310,Filip Bradarić,,14,56,Croatia,15,Left Center Midfield,Celta Vigo
25014,Juan Hernández García,Juan Hernández,7,214,Spain,,,Celta Vigo
28194,Dragan Rosić,,40,203,Serbia,,,Celta Vigo
32815,Sergio Bermejo Lillo,Sergio Bermejo,28,214,Spain,,,Celta Vigo
35000,José Manuel Fontán Mondragón,José Fontán,31,214,Spain,,,Celta Vigo
40890,Iván Villar Martínez,Iván Villar,25,214,Spain,,,Celta Vigo
41116,Jacobo González Rodrigañez,Jacobo González,29,214,Spain,8,Left Wing Back,Celta Vigo
24078,Javier Muñoz Jiménez,Javier Muñoz,15,214,Spain,19,Center Attacking Midfield,Deportivo Alavés
3308,Kieran Trippier,,23,68,England,2,Right Back,Atlético Madrid
5575,Héctor Miguel Herrera López,Héctor Herrera,16,147,Mexico,13,Right Center Midfield,Atlético Madrid
6840,Marcos Llorente Moreno,Marcos Llorente,14,214,Spain,,,Atlético Madrid
11167,Felipe Augusto de Almeida Monteiro,Felipe,18,31,Brazil,3,Right Center Back,Atlético Madrid
12041,João Félix Sequeira,João Félix,7,183,Portugal,24,Left Center Forward,Atlético Madrid
26532,Renan Augusto Lodi dos Santos,Renan Lodi,12,31,Brazil,13,Right Center Midfield,Atlético Madrid
34532,Ivan Šaponjić,,17,203,Serbia,,,Atlético Madrid
3139,Chidozie Collins Awaziem,Chidozie Awaziem,12,166,Nigeria,3,Right Center Back,Leganés
6602,Miguel Ángel Guerrero Martín,Miguel Ángel Guerrero,9,214,Spain,22,Right Center Forward,Leganés
6756,Marc Navarro Ceciliano,Marc Navarro,2,214,Spain,,,Leganés
6851,Aitor Ruibal García,Aitor Ruibal,19,214,Spain,7,Right Wing Back,Leganés
16024,Roger Claver Assalé Djapone,Roger Assalé,20,55,Côte d'Ivoire,24,Left Center Forward,Leganés
22418,Bryan Gil Salvatierra,Bryan Gil,26,214,Spain,15,Left Center Midfield,Leganés
30798,Javier Avilés Cortés,Javier Avilés,33,214,Spain,,,Leganés
37006,Pablo Lombo Suárez,Pablo Lombo,35,214,Spain,,,Leganés
41291,Iván Amores Alonso,Iván Amores,36,214,Spain,,,Leganés
3122,Yannis Salibur,,16,78,France,12,Right Midfield,Mallorca
24079,Júnior Wakalibille Lago,Lago Junior,11,55,Côte d'Ivoire,16,Left Midfield,Mallorca
24269,Marc Pedraza Sarto,Marc Pedraza,6,214,Spain,9,Right Defensive Midfield,Mallorca
24613,Alejandro Pozo Pozo,Alejandro Pozo,7,214,Spain,2,Right Back,Mallorca
25595,Miquel Parera Pizá,Miquel Parera,25,214,Spain,,,Mallorca
30512,Aleksandar Trajkovski,,17,135,"Macedonia, Republic of",,,Mallorca
5202,José Ignacio Fernández Iglesias,Nacho,6,214,Spain,,,Real Madrid
6319,Luka Jović,,18,203,Serbia,,,Real Madrid
25104,Rodrygo Silva de Goes,Rodrygo,27,31,Brazil,19,Center Attacking Midfield,Real Madrid
12073,Pablo Hervías Ruiz,Pablo Hervías,11,214,Spain,12,Right Midfield,Real Valladolid
17520,Federico Barba,,3,112,Italy,6,Left Back,Real Valladolid
24777,Waldo Rubio Martín,Waldo Rubio,23,214,Spain,16,Left Midfield,Real Valladolid
32673,Jorge De Frutos Sebastián,Jorge De Frutos,12,214,Spain,,,Real Valladolid
6982,Maxime Gonalons,,4,78,France,11,Left Defensive Midfield,Granada
8866,Carlos Fernández Luna,Carlos Fernández,24,214,Spain,23,Center Forward,Granada
11501,Darwin Daniel Machís Marcano,Darwin Machís,23,246,Venezuela (Bolivarian Republic),16,Left Midfield,Granada
16249,Yangel Clemente Herrera Ravelo,Yangel Herrera,21,246,Venezuela (Bolivarian Republic),9,Right Defensive Midfield,Granada
16538,İsmail Köybaşı,,11,233,Turkey,,,Granada
23807,Domingos Sousa Coutinho Meneses Duarte,Domingos Duarte,22,183,Portugal,3,Right Center Back,Granada
24052,Yan Brice Eteki,Yan Eteki,8,39,Cameroon,9,Right Defensive Midfield,Granada
24126,José Antonio Rodríguez Díaz,Antonio Puertas,10,214,Spain,12,Right Midfield,Granada
24127,Ramon Olamilekan Azeez,Ramon Azeez,12,166,Nigeria,19,Center Attacking Midfield,Granada
24133,Víctor David Díaz Miguel,Víctor Díaz,16,214,Spain,2,Right Back,Granada
24134,Germán Sánchez Barahona,Germán Sánchez,6,214,Spain,15,Left Center Midfield,Granada
24140,Rui Tiago Dantas da Silva,Rui Silva,1,183,Portugal,1,Goalkeeper,Granada
24142,José Antonio Martínez Gil,José Martínez,5,214,Spain,5,Left Center Back,Granada
24143,Álvaro Vadillo Cifuentes,Álvaro Vadillo,7,214,Spain,17,Right Wing,Granada
25702,Carlos Neva Tey,Carlos Neva,15,214,Spain,,,Granada
25704,Aarón Escandell Banacloche,Aarón Escandell,13,214,Spain,,,Granada
26009,Roberto Soldado Rillo,Roberto Soldado,9,214,Spain,,,Granada
30420,Víctor Campuzano Bonilla,Víctor Campuzano,31,214,Spain,19,Center Attacking Midfield,Espanyol
30421,Matías Ezequiel Vargas Martín,Matías Vargas,22,11,Argentina,,,Espanyol
